reviews,ratings,reviews_en
สวัสดีค่ะ ก่อนอื่นขอแนะนำตัวก่อนนะคะ เราอายุ 24 เป็นพนักงานบริษัทเอกชนแห่งหนึ่งในกรุงเทพ ทำงานเป็น ออดิท ค่ะ คืองานที่ทำ ค่อนข้างหนัก แล้วตัวเองเป็นภูมิแพ้ ร่างกายอ่อนแอ เจออะไรนิดหน่อยก็ไม่สบายแร้ว และครั้งล่าสุดป่วยเป็นไข้ จนต้องนั่งแทกซี่ไปโรงพยาบาลตั้งแต่เช้า ซึ่งแบบ ณ จุดๆนั้น เราไอเยอะมาก ตัวร้อน และก้น้ำมูกไหล แล้วพี่พยาบาลก้มาเอาน้ำชาอุ่นๆ ให้ดื่ม วัดไข้ อะไรประมาณนี้ พอพบคุณหมอ แล้วสรุปได้แอดมิท นอนที่โรงพยาบาล และ ความรู้สึกตอนนั้น ต้องนอนโรงพยาบาลคนเดียว เพื่อนไม่มีใครมาเยี่ยมเลยสักคน เพราะติดธุระบ้าง หรือ อาจจะไม่รู้บ้าง รวมถึงป๊ากับแม่อยู่ต่างจังหวัดไม่อยากให้ท่านขับรถมาหาเรา ซึ่งลำบาก กลัวอุบัติเหตุมาก สุดท้าย เราเลยเลือกที่จะนอนคนเดียวในห้องพิเศษ แหะๆ อาจจะงง เกริ่นมาทั้งหมด คืออะไร แต่ที่เราอยากจะบอก คือ คุณเข้าใจความรู้สึกของคนป่วย ยังเด็กอยู่ จิตใจอ่อนแอ น้อยใจ ไม่มีเพื่อนมาเยี่ยมหรือนอนเฝ้า มาตัวเปล่า แค่กระเป๋าเงินใบเล็กๆกับโทรสับ ณ จุดๆนั้น คือร้องไห้ น้ำตาซึม พอนอนบนเตียงปั๊ป ด้วยความที่เปนคนติดถุงเท้ามากกกกก ถ้าไม่ใส่จะนอนไม่หลับ พี่พยาบาลก้หามาให้ เราไม่มีสายชาร์จโทสับ พี่ก้ไปยืมมาให้ พี่พยาบาลที่คอยมาฉีดยา เอายามาให้กิน วัดไข้ คงงงที่แบบ อยู่คนเดียวตลอด เหงามั๊ย ?? จนสุดท้าย พี่เค้าก้เข้ามาและก้ชวนคุย นู่นนั่นนี่ให้เรารู้สึกดี ไม่คืดเรื่องน้อยใจ บลาๆ ซึ่งแบบ เป็นสิ่งที่เรารู้สึกประทับใจกับบุคลากรของที่นี่มากกก เหมือนเด็กน้อยที่นั่งซึมเหงาๆ แล้วแบบมีคนเดินเข้ามาฉุดให้เราลุกไปวิ่งเล่น ความรู้สึกประมาณนี้เลยค่ะ แบบ เห้ยยย คือเค้าใส่ใจเรานะ สังเกตเรา ว่าเราเปนยังไง ทั้งอาการ และ อารมณ์ของเรา พอเห็นว่าเราไม่มีใคร ก้จะเข้ามาชวนคุย ไม่ใช่แค่พยาบาลที่ทำหน้าที่แค่เดินเข้ามา ฉีดยา ให้ยา และก้เดินจากไปปป เรารู้สึกว่า เรื่องความรู้สึกเป็นเรื่องที่ละเอียดอ่อน และ สำคัญมากกกก สำหรับเรา ดังนั้น เราเลยรู้สึกระทับใจกับโรงพยาบาลนี้มากจริงๆ ไม่ใช่เพราะสถานที่ที่ไฮโซ ใหญ่โต เหมือนโรงแรม แต่เป็นเพราะความใส่ใจที่เค้าดูแลเราต่างหากกก :) อาจจะยาวไปสักนืด แต่แค่อยากบอกเล่าเรื่องดีดีให้คนได้รับรู้กันค่ะ // ครั้งก่อนหน้านี้ มาหาหมอที่แผนกสูติ ระหว่างนั่งรอคุณหมอ พี่พยาบาลเหนขาเราเป็นแผลหกล้ม แดงๆ มีหนองที่หัวเข่า ก้มานั่งทำแผลให้ก่อนน เรารู้สึกว่า ความใส่ใจที่เค้ามอบให้คนไข้เป็นสิ่งที่ทำให้เราประทับใจมากๆค่ะ,1,"Hello, first of all, I'd like to introduce myself. We are 24, a private company employee in Bangkok. I work as an audition, which is quite a heavy job and I am allergic. Physically weak Found something a bit uncomfortable And the last time I became ill Until having to take the taxi to the hospital since the morning, which at that point we coughed a lot, hot and runny Then the nurse came to bring warm tea to drink to measure the fever. About this, once you see a doctor and then summarize the admin Slept at the hospital and feeling at that time Must stay in the hospital alone No one visits friends. Because some errands or maybe not knowing Including my father and mother in other provinces, do not want you to drive to us, which is very afraid of accidents. Finally, we choose to sleep alone in a special room. May be confused. Introduce all. You understand the feelings of the sick, still young, weak, weak, have no friends to visit or lie alone, just a small purse and chopped at that point is crying. Bring tears well enough bed gas year. As a person who wears socks a lot If not wearing, will not sleep. The nurse searched for him. We do not have a charging cable, Hack Master I borrowed it. The nurse who waited for the injection Bring medicine to take to measure the fever. Would be confused that alone all the time, lonely ?? Finally, he entered and invited him to talk That is what makes us feel good. Not feeling hurt or hurt, which is something that we are very impressed with the people of this place. Like a lonely little child And then someone walks in to pull us up and play This kind of feeling like, hey, is that he cares about us, observing us how we are, both our symptoms and our emotions. Will come in to chat Not just the nurse who just came in, gave the medicine, and walked away. We felt that the feelings were very sensitive and important to us, so we felt very distressed at this hospital. really It's not because of the large high-rise hotel like the hotel, but because of the attention they take care of me :) It might be a long time. But just want to tell a good story for people to get to know // // Previous time Come to the doctor at the obstetrics department While sitting waiting for the doctor The nurse saw the leg, we had red wounds, pus on the knees. Before sitting to make a wound, I felt that the attention he gave to the patients was something that impressed us so much."
รพ.ที่ดีสะอาด มีมาตรฐาน บริการดี บรรยากาศดีเยี่ยม ใช้บริการเเล้วรุ้สึกถึงความเป็นมืออาชีพ,1,"Hospital clean, good standard, good service, nice. I'm used to the feel of professionalism."
ได้เลือกให้คุณหมอที่โรงพยาบาลบำรุงราษฎร์ดูแลสุขภาพของลูกๆ ทั้ง 3 คน ตั้งแต่แรกเกิด ในการรับวัคซีน รักษาอาการเจ็บป่วยรวมถึงการดูแลด้านพัฒนาการต่างๆ ให้เหมาะสมตามวัยของลูก รู้สึกประทับใจในตัวอาจารย์หมอที่ดูแลลูกๆ เพราะท่านน่ารักมากเอาใจใส่ในการตรวจและดูแลสุขภาพของเด็กๆ เป็นอย่างมากค่ะ,1,"You have chosen the hospital care of children from birth to 3. The vaccine Ailments, including overseeing the development. According to the age of the child The instructors were impressed by the doctors who care for children. Because he is very attentive to the care and health of children. As much"
คุณหมอเอาใจใส่ละเอียดเป็นอย่างมาก แล้งอธิบายผลอย่างละเอียดรู้สึกประทับใจมาก และที่สำคัญคุณหมอเก่งมากค่ะ,1,There is a very fine doctor. Drought explained thoroughly impressed. And the doctor very much.
ไปฝากท้อง และคลอดลูกที่โรงพยาบาลบํารุงราษฎร์ มาคะ ประทับใจทุกอย่าง ตั้งแต่สถานที่ ห้องคลอดและห้องพัก หมอและพยาบาล เรามีอาการแทรกซ้อนหลังคลอดได้รับการดูแลอย่างดี ราคาแพคเกตคลอดที่นี่ค่อนข้างแพง แต่ถ้าเทียบกับคุณภาพและบริการแล้ว สำหรับเราคุ้มมาก แพคเกตเหมาจ่ายไม่มีบวกเพิ่ม,1,"ฝaktgag and to give birth at a hospital, Bumrungrad was not impressed at all. Since the Delivery and room doctors and nurses, we had complications after birth has been well maintained. Price packet delivery that is quite expensive. But compared with the quality and service. Very good for us Packet paid no added plus."
เจ้าหน้าที่มีการสอบถามอาการโดยละเอียดด้วยอธัยศรัย เป็นกันเอง มีความเป็นห่วงใจโดยจริงใจ ไม่เสแสร้ง,1,Officials with the symptoms detailed by the Aberrant friendly Talks are concerned by sincere love unfeigned.
ลูกผมอายุ2ขวบ3เดือน อาทิตย์ที่ 8มค เช้า และบ่ายโมง ถ่ายเป็นเลือด2ครั้ง ปริมาณมาก เหมือนผู้หญิงมีประจำเดือน แพทย์ใส่ใจมากอยู่จนเลยเวลา ตรวจเช็คสาเหตุ พร้อมกับให้หมอศัลยกรรม หมอส่องกล้อง มาStand by ซึ่ง ผมไปหาตอน 15:30น. กว่าจะรอผลรอวินิจฉัย 22:00 คิดว่าต้องผ่าคืนนั้นแล้ว สรุปให้เลือดมาก่อน ครึ่งถุง เพราะลูกชายความเข้มข้นเลือดต่ำกว่าค่ามาตรฐาน นอนโรงพยาบาล5วัน คุณหมอหลายท่านช่วยกันตรวจวิเคราะห์รักษาดูแล จนเรารู้สึกอุ่นใจว่าถ้าเกิดเหตุอะไรต้องช่วยได้ทันท่วงทีแน่นอน,1,"My children, aged 2 years and 3 months Sunday, Jan. 8 o'clock in the morning and afternoon sessions of two bloody much like a woman's menstruation. Medical care is very poor at the time. Check the cause With a doctor's surgery, endoscopy, the doctor came to the Stand by which I now 15:30. I will wait for the results of diagnostic 22:00 that night to dissect it. The first half of the blood bag because his blood concentrations below the standard. 5-day hospital stay Many doctors assisted diagnostic care. And we feel peace of mind that if anything, the scene must be timely indeed."
พนักงานบำรุงราษฎร์มีการบริการที่เสมอภาคทั้งผู้มาใช้บริการหรือพนักงานด้วยกันเองประทับใจมากๆ,1,Bumrungrad employees are provided equally to both service users and employees themselves very impressed.
การบริการเป็นเลิศ ทีมแพทย์-พยาบาล-จนท.เก่งมาก รวดเร็ดกับการตอนรับบริการ และมีมาตรฐานความปลอดภัยสูง,1,Service Excellence A team of doctors - nurses - until. Very good. Jared stretch with the service. And with high safety standards
ตอนนี้ป่วยไม่สบาย คุณหมอบริการดีมากๆค่ะ เจ้าหน้าที่ก็ทำหน้าที่ได้รวดเร็วเป็นอีกหนึ่งความประทับใจที่ใช้บริการที่นี่ค่ะ และสะดวกกับการมีรถรับส่งจาก รพ.จนถึงสถานีรถไฟฟ้า บีทีเอสด้วยนะคะ,1,Now ill Doctor service very good. Authorities had acted quickly become one the impression that the service here. And enjoy the convenience of a shuttle. Hospital to train station BTS too.
สิ่งอำนวยความสะดวกเยอะมากๆ มีครบทุกอย่างร้านอาหารเยอะ ไม่ต้องออกไปหากินด้านนอกรพ. แพทย์มีความเชียวชาญเฉพาะทางเยอะ ส่วนตัวเรารักษาประจำกับหมออุ้ย เป็นแพทย์ที่เชียวชาญด้านผิวหนัง ตอนแรกๆที่เริ่มรักษาเรามีอาการลอกเป็นขุยบ่อยมาก ใช้ครีมแพงๆดีๆที่บอกมาไม่ได้ผล จนมีโอกาสรักษาที่บำรุงราษฎร์ สังเกตุยาที่ใช้จะเป็นยาเกรดA ต่างจากที่อื่นๆที่เคยใช้มา รักษาติดต่อกันเป็นระยะเวลาเกือบๆ2เดือน อาการดีขึ้นมาก แต่ติดอย่างนึงที่รู้สึกไม่ประทับใจคือผู้ป่วยแทบตะวันออกกลางเยอะไปหน่อย ทำให้การเดินเรื่องหรือบางสิ้งล่าช้า พยายาลมัวบริการแต่ชาวตะวันออกกลาง ทำให้ผู้ป่วยในประเทศอย่างเราขาดการบริการที่สมควรจะได้รับ,1,"Facilities lot. It's All restaurants too. Do not leave food outside the hospital. Medical professionals are not the only way. We maintain the privacy of the doctor Uighur. A doctor who specializes in dermatology. Now that we have started to treat the symptoms often flaky. The cream is so good that it did not work. It is likely that treatment of the Bumrungrad Notice the use of the drug is administered to grades A. Unlike the others who have tried it. Maintain contact for a period of almost two months. Fared much better But one thing I do not appreciate is that patients rarely have the Middle East too. The story nd or delayed. Michael Moore's prescription drug services, but the Middle East. Patients in the country, we lack the services they deserve."
โรงพยาบาลสะอาด บริการดีเลิศ เเพทย์เฉพาะทางเก่ง,1,Hospital cleaning services reach only the Bay Area so good.
ดูแลดีมากสะดวกสบายกว่าที่อื่น,1,Great care is much more convenient than others.
โดยรวมแล้วดีมากค่ะ ระยะเวลาการรักษารวดเร็ว การบริการดีมากค่ะ แต่ค่ารักษาพยาบาลสูงไปหน่อยนะคะ,1,"Overall, very good Treatment duration fast The service is very good But high medical bills to do it."
( หมอแย่มากค่ะ ),0,(I very much worse)
กำลังศึกษาข้อมูลอยู่ครับ ข้อมูลแน่นมากครับ,1,He was studying information Information on tight
ราคาอย่างเทพ บริการอย่างไพร่!!! ช้า ใช้เวลานาน ทั้งตอนมีคนใช้บริการเยอะ และมีคนใช้บริการน้อยก็ยังช้า นัดเวลานึงได้ตรวจอีกเวลานึงตลอด และเป็นเวลาที่ช้ากว่าที่นัดไปประมาณ 1 ชั่วโมงทุกครั้ง (ในกรณีที่มาตรงเวลานัดนะ) ถ้ามาไม่ตรงเวลานัดก็เลื่อนไปอีกประมาณ 1 ชั่วโมง รวมเป็นสองชั่วโมง คนแก่ที่บ้านทั้งคุณปู่ คุณย่ามาที่นี่ปีนึงอย่างน้อยคนละ 4 ครั้งต่อปี ต่อคน (อย่างน้อยนะคะ) บุคคลากรไม่มีหัวใจบริการ ให้คะแนนการบริการที่นี่เต็ม 5 ให้แค่ 2.5 ถึง2.8 พอ ทำงานพลาดเกือบทุกครั้งด้วย ส่วนราคาเหรอ แพงชิบหาย!!! ที่ได้มาไม่สมกับที่จ่ายไปเลย ควรอบรมมารยาทเจ้าหน้าที่ใหม่นะคะ สีหน้า ท่าทางน่าตบดีค่ะ เวลาถามที่ทำงานพลาด ไม่เคยตอบคำถามได้เลย แถมทำหน้าเก็บกดอยากจะลุกขึ้นมาตบเราอีก แต่ข่มไว้สุดฤทธิ์อะไรประมาณนั้น,0,"It's very common for service !!! It takes a long time and now people are using it. And there was also a little slow. I've looked at it one more time as well. And a time later than that date to about 1 hour each time. (In case of timely shots, but) if it is not timely appointment was delayed for about one hour to two hours. The older the house, the grandfather. Grandma came here a year at least four times a year per person (at least me) personnel heartless service. The rating service here 5 to 2.5 to 2.8, just enough to miss work almost every time the price was too expensive chips !!! Not worthy to be paid to it. Training new staff to be polite facial expression seems too good spanking. Miss time at work The question has never been answered I do not want to keep pushing up the plate again. But keep in mind inordinately something like that."
มั่นใจในการรักษาดูแลคนไข้อย่างครอบครัวเดียวกันขอบคุณคุณหมอมากๆครับ,1,"Confident of maintaining patient to patient, family doctor, thank you very much."
บริการดี รวดเร็วทันใจ สมกับราคาที่ต้องจ่าย,1,"Good service, fast money to be paid."
ผมคูณรุ่งเรืองสีสานเข้าผ่ากระดูกทับเสั้นอาการไม่ดีขื้นเลยอาการแย่ลง,0,I multiply glorious color weaves through bone superimposed Popular Audio bad symptom reservoirs has worsened.
ชอบบบ,1,Like AMC
ฝากท้องกับคุณหมอบุญชัย ประทับใจมากค่ะ,1,ฝaktgag with Dr. BOONCHAI Very impressive
ความทรงจำที่ดีเเบะที่มันไม่มีทางกลับมาอีก,1,"Remembering Toba well, it never comes back again."
ขอร้องเรียนหน่อย หมอมาวินพูดจาไม่สุภาพ ให้คำตอบไม่ชัดเจนกับคนไข้ 1.ทางหมอให้เจาะชิ้นเนื้อไปวิเคราะห์ ผลออกไม่ชัดเจนต้องให้ผ่าแล้ววิเคราะห์ใหม่ แล้วจะเสียเงินทำไม2รอบ 2.ทางคนไข้สงสัยว่าหินปูนที่เกาะที่เต้านมเกิดจากอะไรหมอตอบว่า ไม่ใช่หมูใช่แมวจะตอบได้งัย งงมั้ยค่ะ นี้หมาหรือหมอค่ะ(แสดงว่าจะมั่นใจโรงพยาบาลนี้ได้อย่างไร),0,"Complaints Forum Doctor's not polite The answer is not obvious to the patient. 1. the physician to biopsy analysis. The result is a clear need to dissect and analyze new. Why then would lose two laps. 2. patients with suspected breast limestone islands caused by what doctors said. Yes, cats, pigs, and not have to answer me and I know it is a dog or a doctor here (be sure that this hospital is?)."
สามีก็ไปรักษาตัวอยู่ 10 กว่าวัน ทางโรงพยาบาลดูแล เป็นอย่างดี โดยรวมดีมากค่ะ ขอบคุณมากค่ะสำหรับการบริการ ที่ดีเยี่ยมมากๆ ค่ะ,1,"My husband went to the hospital within 10 days of hospital care, as well as very good. Thank you for your service Very good"
ประทับใจในการบริการที่ดี แพทย์มีความสามารถสูง สมราคา,1,Impressed by the good service Doctors are highly reasonable prices.
มาตราฐานการบริการดีมาก ประทับใจและติดตามข่าวสารในเพจมาตลอด มีข้อมูลดีๆ มาแบ่งปันเยอะเลย ชอบครับ,1,Very good standard of service Impression and keep the pages always have good information to share so much like me.
ประทับใจมากมาเป็นลูกค้าเกือบทุกเดือน,1,Customers are impressed almost every month.
รักษาที่นี่ทั้งครอบครัวค่ะ ลูกสองคนฝากท้องและคลอดที่บำรุงราษฎร์ สะดวกค่ะรวดเร็วไม่ต้องรอนานยกเว้นถ้าไม่ได้นัดคุณหมอล่วงหน้าจะรอนานนิดนึงค่ะ,1,"Here treat the whole family ฝaktgag two children and a maternity hospital. You do not have to wait long, fast, convenient, except if you have not made an appointment in advance to wait a little longer here."
คุณภาพสูง บริการเยี่ยม(ไปผ่าคลอด) ใครบอกว่าแพง คุณลองมาใช้บริการแล้วหรือยัง,1,"High quality services, visit (to caesarean sections), who said that expensive, you try to use the service or not."
บริการดีค่ะ..เอาใจใส่คนไข้ดีมาก,1,Service good.. There's a very good patient.
ประทับใจ คุณหมออรรถ นานา มากๆ ในความเมตตาและใส่ใจถึงความกังวลของผู้ป่วย ตลอดจนคำแนะนำเกี่ยวกับแนวทางในการรักษาที่ตรงจุดและครอบคลุม _/\_ เจ้าหน้าที่พยาบาลตลอดจนรปภก็เอาใจใส่ช่วยเหลือมีจิตบริการ,1,"I appreciate your kindness and utility in numerous, very attentive to the concerns of patients. As well as advice about how to maintain a comprehensive, cogent and _ / \ _ nursing staff as well as the security guard was there to help with spiritual services."
อุ่นใจ ว่าลูกแม่จะปลอดภัยและหายดีแน่นอน,1,"Peace of mind that their children are safe, and the mother was well, of course."
บริการดีที่สุดค่ะ...บริการเร็วดีเวลาลูกน้อยไม่สบายรู้สึกอุ่นใจคะเพราะเร็วดี...,1,Service not the best ... fast service at little discomfort felt at ease because it was fast ...
เมื่อก่อนรักษาที่นี่ตอนนี้เปลื่ยนแล้ว,1,"Before treatment here now, then change it."
แพงมว๊ากกกกเป็นธุรกิจมากกว่า,0,"Business is pretty expensive, that's over."
